id,name,brewery_type,street,city,state,postal_code,website_url,phone,created_at,updated_at,country,Longitude,Latitude,tags
oak-park-brewing-company,Oak Park Brewing Company,brewpub,155 S Oak Park Ave,Oak Park,Illinois,60302-2901,http://www.oakparkbeer.com,8475425523,33:19.9,31:40.1,United States,-87.79456064,41.886465,
flapjack-brewery,Flapjack Brewery,brewpub,6833 Stanley Ave,Berwyn,Illinois,60402-5289,http://www.flapjackbrewery.com,,33:18.9,30:58.1,United States,-87.79436281,41.83342484,
350-brewing-co,350 Brewing Co,brewpub,7144 183rd St,Tinley Park,Illinois,60477-3933,http://www.350brewing.com,7088257339,33:17.8,30:22.3,United States,-87.79160288,41.55864726,
hopewell-brewing-co,Hopewell Brewing Co,micro,2760 N Milwaukee Ave,Chicago,Illinois,60647-1337,http://www.hopewellbrewing.com,7736986178,33:19.3,31:15.4,United States,-87.7878762,41.9973481,
benjamin-beer-co,Benjamin Beer Co,micro,507 6th St,Racine,Wisconsin,53403-1117,http://www.benjaminbeer.com,2625832034,34:34.6,42:04.8,United States,-87.78630172,42.72641512,
ravinia-brewing-company,Ravinia Brewing Company,proprietor,957 Judson Ave,Highland Park,Illinois,60035-4728,http://www.raviniabrewing.com,8472178403,33:20.4,31:56.4,United States,-87.784735,42.169955,
potosi-brewing-production-facility,Potosi Brewing Production Facility,micro,215 S Main St,Potosi,Wisconsin,53820,,,34:36.3,44:54.5,United States,-87.7836648,42.73182738,
racine-brewing-co,Racine Brewing Co,micro,303 Main St,Racine,Wisconsin,53403,http://www.racinebrewingcompany.com,2626310670,34:36.3,44:59.1,United States,-87.78339257,42.73050741,
lake-effect-brewing-company,Lake Effect Brewing Company,micro,4727 W Montrose Ave,Chicago,Illinois,60641-1504,http://www.lakeeffectbrewing.com,3129194473,33:19.6,31:25.2,United States,-87.7459687,41.9604369,
aleman-brewing,Aleman Brewing,micro,3304 N Knox Ave,Chicago,Illinois,60641-4434,http://www.alemanchicago.com,8123404198,33:18.0,30:27.2,United States,-87.74301213,41.94087994,
old-irving-brewing-co,Old Irving Brewing Co.,brewpub,4419 W Montrose Ave,Chicago,Illinois,60641-2021,http://www.oldirvingbrewing.com,7739166421,33:20.1,31:44.1,United States,-87.7394333,41.9605751,
eris-brewery-and-cider-house,Eris Brewery And Cider House,brewpub,4240 W Irving Park Rd,Chicago,Illinois,60641,,5623086582,33:18.8,30:55.5,United States,-87.7342346,41.95388195,
3-sheeps-brewing-co,3 Sheeps Brewing Co,micro,1837 North Ave,Sheboygan,Wisconsin,53083-4620,http://www.3sheepsbrewing.com,9209469715,34:34.4,41:46.8,United States,-87.73006524,43.77384561,
off-color-brewing,Off Color Brewing,micro,3925 W Dickens Ave,Chicago,Illinois,60647-3453,http://www.offcolorbrewing.com,,33:20.0,31:42.3,United States,-87.72538437,41.91892697,
8th-street-ale-haus,8th Street Ale Haus,brewpub,1132 N 8th St,Sheboygan,Wisconsin,53081-3402,http://www.sheboyganalehaus.com,9202087540,34:34.4,41:49.8,United States,-87.71305702,43.75674392,
revolution-brewing,Revolution Brewing,regional,3340 N Kedzie Ave,Chicago,Illinois,60618-5722,http://www.revbrew.com,7735882267,33:20.4,31:58.6,United States,-87.707534,41.9289777,
lot-50-brewing,Lot 50 Brewing,micro,112 E Court St,Paris,Illinois,61944-2210,http://www.lot50brewing.com,2172511493,33:19.7,31:29.7,United States,-87.70732557,39.61104231,
twisted-hippo,Twisted Hippo,contract,2925 W Montrose Ave,Chicago,Illinois,60618-1403,http://Www.twistedhippo.com,7088447768,33:21.0,32:17.2,United States,-87.7019463,41.961125,
temperance-beer-company-llc,"Temperance Beer Company, LLC",micro,2000 Dempster St,Evanston,Illinois,60202-1017,http://temperance.beer,8478641000,33:20.8,32:12.2,United States,-87.7013174,42.040962,
middle-brow-beer-company,Middle Brow Beer Company,micro,2840 W Armitage Ave,Chicago,Illinois,60647,http://www.middlebrowbeer.com,7088465511,33:19.8,31:34.4,United States,-87.6988905,41.9177811,
revolution-brewing-brewpub,Revolution Brewing - Brewpub,brewpub,2323 N Milwaukee Ave,Chicago,Illinois,60647-2924,http://www.revbrew.com,7732272739,33:20.4,31:59.2,United States,-87.6981447,41.923586,
lagunitas-brewing-co,Lagunitas Brewing Co,large,2607 W 17th St,Chicago,Illinois,60608-1823,http://www.lagunitas.com,7735222503,33:19.5,31:23.5,United States,-87.6932373,41.8583603,
metropolitan-brewing,Metropolitan Brewing,micro,3057 N Rockwell St,Chicago,Illinois,60618-7917,http://www.metrobrewing.com,7734746489,33:19.8,31:33.4,United States,-87.6912391,41.9376382,
maplewood-brewing-company,Maplewood Brewing Company,micro,2717 N Maplewood Ave,Chicago,Illinois,60647-1930,http://www.maplewoodbrew.com,7732701061,33:19.7,31:31.4,United States,-87.69106414,41.93075205,
smylie-brothers-brewing-co,Smylie Brothers Brewing Co,brewpub,1615 Oak Ave,Evanston,Illinois,60201-3611,http://www.smyliebros.com,2249997320,33:20.7,32:07.6,United States,-87.6864692,42.0476547,
big-beach-brewing-company,Big Beach Brewing Company,micro,300 E 24th Ave,Gulf Shores,Alabama,36542-3104,http://www.bigbeachbrewing.com,2519482337,32:47.3,20:01.2,United States,-87.683039,30.278051,
half-acre-beer-co,Half Acre Beer Co,regional,4257 N Lincoln Ave,Chicago,Illinois,60618-2953,http://www.halfacrebeer.com,7737548488,33:19.2,31:10.6,United States,-87.6820201,41.9591945,
horse-thief-hollow-brewery,Horse Thief Hollow Brewery,brewpub,10426 S Western Ave,Chicago,Illinois,60643-2508,http://www.horsethiefbrewing.com,7737792739,33:19.3,31:16.9,United States,-87.68195116,41.70388555,
open-outcry,Open Outcry,brewpub,10934 S Western Ave,Chicago,Illinois,60643-3228,http://www.openoutcrybrewing.com,7736296055,33:20.1,31:47.1,United States,-87.6814747,41.6943819,
spiteful-brewing,Spiteful Brewing,micro,2024 W Balmoral Ave,Chicago,Illinois,60625-1002,http://www.spitefulbrewing.com,7732936600,33:20.7,32:09.2,United States,-87.6806429,41.979914,
jasper-ridge-brewing-co,Jasper Ridge Brewing Co,brewpub,1075 Country Ln Ste 100,Ishpeming,Michigan,49849-3402,http://www.countryvillageresort.com/httpdocs/html/brewery.html,9064856017,33:35.0,43:18.2,United States,-87.6791485,46.50148242,
sketchbook-brewing-company,Sketchbook Brewing Company,micro,821 Chicago Ave,Evanston,Illinois,60202-2307,,,33:20.7,32:06.7,United States,-87.6789794,42.032929,
flossmoor-station-brewing-co,Flossmoor Station Brewing Co,brewpub,1035 Sterling Ave,Flossmoor,Illinois,60422-1252,http://www.flossmoorstation.com,7089572739,33:18.9,30:59.1,United States,-87.67869465,41.54338855,
piece-brewery,Piece Brewery,brewpub,1927 W North Ave,Chicago,Illinois,60622-1316,http://www.piecechicago.com,7737724422,33:20.2,31:50.1,United States,-87.6760621,41.9102937,
band-of-bohemia,Band Of Bohemia,brewpub,4710 N Ravenswood Ave,Chicago,Illinois,60640-4408,http://bandofbohemia.com,7732714710,33:18.1,30:30.8,United States,-87.6750827,41.9675954,
empirical-brewery,Empirical Brewery,micro,1801 W Foster Ave,Chicago,Illinois,60640-1023,http://www.empiricalbrewery.com,,33:18.8,30:54.3,United States,-87.6749395,41.9762555,
dovetail-brewery,Dovetail Brewery,micro,1800 W Belle Plaine Ave,Chicago,Illinois,60613-1827,http://www.dovetailbrewery.com,,33:18.7,30:49.0,United States,-87.6743858,41.9561589,
goose-island-beer-co-/-fulton-st,Goose Island Beer Co / Fulton St,large,1800 W Fulton St,Chicago,Illinois,60612-2512,http://www.gooseisland.com,3122261119,33:19.0,31:03.8,United States,-87.6722122,41.8870058,
finch-beer-company,Finch Beer Company,micro,1800 W Walnut St,Chicago,Illinois,60612-2526,http://www.finchbeer.com,3129294773,33:18.8,30:57.6,United States,-87.6721651,41.8861899,
forbidden-root-restaurant-and-brewery,Forbidden Root Restaurant & Brewery,micro,1746 W Chicago Ave,Chicago,Illinois,60622-5012,http://www.forbiddenroot.com,3129292202,33:18.9,30:59.7,United States,-87.6715393,41.8961658,
great-central-brewing-company,Great Central Brewing Company,micro,221 N Wood St,Chicago,Illinois,60612-2614,http://www.greatcentralbrewing.com,8554644222,33:19.1,31:08.8,United States,-87.6712098,41.8858315,
on-tour-brewing-co,On Tour Brewing Co.,micro,1725 W Hubbard St,Chicago,Illinois,60622-6213,http://www.ontourbrewing.com,3127963119,33:20.1,31:45.2,United States,-87.670578,41.8896255,
singin-river-brewing-company-llc,"Singin' River Brewing Company, LLC",micro,526 E College St,Florence,Alabama,35630-5764,http://www.singinriverbrewing.com,2567600000,32:47.8,20:27.8,United States,-87.66892994,34.8016657,
hamburger-marys/andersonville-brewing-company,Hamburger Mary's/Andersonville Brewing Company,brewpub,5402 N Clark St,Chicago,Illinois,60640-1210,http://www.hamburgermaryschicago.com,7737846969,33:19.2,31:11.8,United States,-87.66855092,41.97997865,
cognition-brewing-company,Cognition Brewing Company,micro,113 E Canda St,Ishpeming,Michigan,49849-1904,http://www.cognitionbrewing.com,9062042724,33:33.7,42:36.3,United States,-87.6681955,46.4916806,
all-rise-brewing-co,All Rise Brewing Co,brewpub,235 N Ashland Ave,Chicago,Illinois,60607-1401,http://www.allrisebrewing.com,3122266300,33:18.0,30:27.8,United States,-87.6667328,41.8864021,
corridor-brewery-and-provisions,Corridor Brewery & Provisions,brewpub,3446 N Southport Ave,Chicago,Illinois,60657-1420,,7732704272,33:18.6,30:44.0,United States,-87.6643524,41.9447594,
border-town-pub,Border Town Pub,brewpub,22 N Dixie Hwy # 28,Momence,Illinois,60954-1504,http://www.BorderTownPub.com,8154724340,33:18.3,30:38.0,United States,-87.66261835,41.16238275,
whiner-beer-company,Whiner Beer Company,micro,1400 W 46th St,Chicago,Illinois,60609-3225,http://whiner beer.com,3128102271,33:21.1,32:21.8,United States,-87.6606688,41.810614,
greenstar-brewing-at-uncommon-ground,Greenstar Brewing At Uncommon Ground,brewpub,3810 N Clark St,Chicago,Illinois,60613-2812,http://www.uncommonground.com,8472198834,33:19.1,31:09.3,United States,-87.66001045,41.95128495,
bluewater-brewing-co,Bluewater Brewing Co,micro,318 S Royal Ave,Florence,Alabama,35630-4810,http://www.facebook.com/pg/BluewaterBrewingCompanyInc,2562751221,32:47.4,20:04.2,United States,-87.65970529,34.8041295,
marz-community-brewing,Marz Community Brewing,proprietor,3630 S Iron St,Chicago,Illinois,60609,http://www.marzbrewing.com,,33:19.7,31:32.0,United States,-87.6595253,41.827819,
petskull-brewing,Petskull Brewing,micro,220 N 9th St,Manitowoc,Wisconsin,54220-4637,http://www.petskullbrewing.com,9209465670,34:36.2,44:44.9,United States,-87.65931012,44.0940222,
courthouse-pub,Courthouse Pub,brewpub,1001 S 8th St,Manitowoc,Wisconsin,54220-5307,http://www.courthousepub.com,9206861166,34:35.0,42:42.2,United States,-87.65789588,44.08950638,
burnt-city-brewing,Burnt City Brewing,micro,2747 N Lincoln Ave,Chicago,Illinois,60614-1320,http://www.burntcitybrewing.com,7732951270,33:18.5,30:40.7,United States,-87.65722732,41.93185255,
5-rabbit-cerveceria-inc,5 Rabbit Cerveceria Inc,micro,6398 W 74th St,Chicago,Illinois,60638-6129,http://www.5rabbitbrewery.com,3128959591,33:17.9,30:23.6,United States,-87.6572069,41.7595502,
chicago-beer-company,Chicago Beer Company,contract,1140 W Randolph St,Chicago,Illinois,60607-1619,http://www.chicagobeerco.com,7732448696,33:18.5,30:42.8,United States,-87.65589165,41.88434,
railhouse-restaurant-and-brewery,Railhouse Restaurant and Brewery,brewpub,2029 Old Peshtigo Ct,Marinette,Wisconsin,54143-1066,http://www.railhousebrewpub.com,7157324646,34:36.3,45:00.7,United States,-87.6543602,45.085149,
lo-rez-brewing,Lo Rez Brewing,micro,2101 S Carpenter St,Chicago,Illinois,60608-4529,http://lorezbrewing.com,3128043283,33:19.6,31:28.5,United States,-87.6524429,41.8533096,
illuminated-brew-works,Illuminated Brew Works,micro,415 N Sangamon St,Chicago,Illinois,60642-6546,http://www.ibw-chicago.com,7737262874,33:19.4,31:17.5,United States,-87.65074933,41.88958325,
cruz-blanca-brewery,Cruz Blanca Brewery,brewpub,904 W Randolph St,Chicago,Illinois,60607-2208,http://www.cruzblanca.com,3127331975,33:18.6,30:44.5,United States,-87.6501403,41.8846013,
moody-tongue-brewing-company,Moody Tongue Brewing Company,micro,2136 S Peoria St,Chicago,Illinois,60608-4526,http://www.moodytongue.com,3126005111,33:19.9,31:36.5,United States,-87.6483419,41.8532798,
haymarket-pub-and-brewery,Haymarket Pub and Brewery,brewpub,737 W Randolph St,Chicago,Illinois,60661-2103,http://www.haymarketbrewing.com,3126380707,33:19.2,31:13.0,United States,-87.6472956,41.8841895,
rabid-brewing-llc,"Rabid Brewing, LLC",micro,17559 Bretz Dr,Homewood,Illinois,60430,http://www.rabidbrewing.com,7089603193,33:20.3,31:54.4,United States,-87.6330234,41.5647232,
evil-horse-brewing-company-llc,"Evil Horse Brewing Company, LLC",micro,1338 Main St,Crete,Illinois,60417-2131,http://evilhorsebrewing.com,7083042907,33:18.8,30:56.0,United States,-87.631432,41.44499003,
rock-bottom-brewery-chicago,Rock Bottom Brewery - Chicago,brewpub,1 W Grand Ave,Chicago,Illinois,60654-4806,http://www.rockbottom.com,3127559339,33:20.5,32:01.3,United States,-87.62839238,41.8913983,
birreria-eataly,Birreria @ Eataly,brewpub,43 E Ohio St,Chicago,Illinois,60611-2701,http://www.eataly.com,,33:18.2,30:34.7,United States,-87.6262332,41.89209845,
motor-row-brewing,Motor Row Brewing,micro,2337 S Michigan Ave,Chicago,Illinois,60616-2104,http://www.motorrowbrewing.com,,33:19.9,31:37.7,United States,-87.6233063,41.8499832,
argus-brewery,Argus Brewery,micro,11314 S Front Ave,Chicago,Illinois,60628-5007,http://www.argusbrewery.com,7739414050,33:18.1,30:28.9,United States,-87.61206845,41.68854885,
tin-man-brewing-company,Tin Man Brewing Company,micro,1430 W Franklin St,Evansville,Indiana,47710-1030,http://www.tinmanbrewing.com,8126183227,33:23.1,33:32.7,United States,-87.58452457,37.9802897,
black-warrior-brewing-co,Black Warrior Brewing Co.,micro,2216 University Blvd,Tuscaloosa,Alabama,35401-1542,http://www.blackwarriorbrewing.com,,32:47.3,20:02.5,United States,-87.565915,33.21061755,
main-street-brewing-inc/turonis-pizza,Main Street Brewing Inc/Turonis Pizza,brewpub,408 N Main St,Evansville,Indiana,47711-5418,,8124249871,33:22.4,33:05.7,United States,-87.56399527,37.98122094,
band-of-brothers-brewing-company,Band of Brothers Brewing Company,micro,1605 23rd Ave,Tuscaloosa,Alabama,35401-4653,http://www.bandofbrosbrewing.com,2052665137,32:47.3,19:59.5,United States,-87.56215513,33.19849071,
druid-city-brewing,Druid City Brewing,micro,607 14th St,Tuscaloosa,Alabama,35401-3439,http://www.druidcitybrewing.com,2058868140,32:47.5,20:11.6,United States,-87.54373615,33.19997474,
windmill-brewing,Windmill Brewing,micro,2121 Gettler St,Dyer,Indiana,46311-1859,http://www.windmillbrew.com,2194402189,33:23.3,33:40.7,United States,-87.52262489,41.49333495,
18th-street-brewery,18th Street Brewery,micro,5417 Oakley Ave,Hammond,Indiana,46320-1817,,,33:21.2,32:26.0,United States,-87.517422,41.61556796,
bulldog-brewing,Bulldog Brewing,brewpub,1409 119th St,Whiting,Indiana,46394-1714,http://www.bulldogbrewingco.com,2196555284,33:21.6,32:39.8,United States,-87.4951351,41.679491,
hopkinsville-brewing-company,Hopkinsville Brewing Company,micro,102 E 5th St,Hopkinsville,Kentucky,42240-3306,http://www.hopkinsvillebrewingcompany.com,2703483927,33:25.7,38:57.5,United States,-87.48735745,36.86749436,
barrel-and-beam,Barrel and Beam,micro,260 Northwoods RD,Marquette,Michigan,49855,http://www.barrelandbeam.com,9062732559,33:32.8,42:11.6,United States,-87.4722168,46.54578,
st-john-malt-brothers-brewing,St John Malt Brothers Brewing,brewpub,9607 Wicker Ave,Saint John,Indiana,46373-9487,http://www.sjmaltbros.com,2196274294,33:22.8,33:22.6,United States,-87.46998163,41.44507008,
95ate5-brewpub,95ate5 Brewpub,brewpub,9585 N Industrial Dr,Saint John,Indiana,46373,http://www.95ate5.com,2193656506,33:21.2,32:26.7,United States,-87.46380305,41.44400246,
pokro-brewing-company-the,"Pokro Brewing Company, The",micro,311 N Broad St,Griffith,Indiana,46319-2222,http://www.pokrobrewing.com,2199247950,33:22.6,33:15.0,United States,-87.42755733,41.5266943,
new-oberpfalz-brewing,New Oberpfalz Brewing,brewpub,121 E Main St,Griffith,Indiana,46319-2243,http://www.newoberpfalz.com,3127381308,33:22.5,33:10.1,United States,-87.42727571,41.52270212,
wildrose-brewing-company,Wildrose Brewing Company,brewpub,1104 E Main St,Griffith,Indiana,46319-2826,http://www.wildrosebrewing.com,2195955054,33:23.2,33:40.2,United States,-87.4155241,41.52275923,
blackrocks-brewery-production-facility,Blackrocks Brewery - Production Facility,micro,950 W Washington St,Marquette,Michigan,49855-4019,http://www.blackrocksbrewery.com,9062731333,33:33.2,42:22.2,United States,-87.41368794,46.54594024,
terre-haute-brewing-company,Terre Haute Brewing Company,brewpub,401 S 9th St,Terre Haute,Indiana,47807-4417,http://www.terrehautebrewingcompany.com,8128143071,33:23.0,33:28.1,United States,-87.404517,39.462286,
blackrocks-brewery,Blackrocks Brewery,micro,424 N 3rd St,Marquette,Michigan,49855-3555,http://www.blackrocksbrewery.com,9062731333,33:33.2,42:21.7,United States,-87.39462133,46.5464589,
ore-dock-brewing-co,Ore Dock Brewing Co,micro,114 W Spring St,Marquette,Michigan,49855-4608,http://www.oredockbrewingcompany.com,9068675309,33:35.9,43:48.0,United States,-87.39388593,46.54189135,
vierling-restaurant-and-marquette-harbor-brewery,Vierling Restaurant & Marquette Harbor Brewery,brewpub,119 S Front St,Marquette,Michigan,49855-4642,http://www.thevierling.com,9062283533,33:37.4,44:37.4,United States,-87.3928955,46.5425586,
starboard-brewing-co,Starboard Brewing Co,brewpub,151 N 3rd Ave,Sturgeon Bay,Wisconsin,54235-2415,http://www.starboardbrewing.com,9208181062,34:36.7,45:42.2,United States,-87.37752984,44.83540984,
strawberry-alley-ale-works,Strawberry Alley Ale Works,brewpub,103 Strawberry Aly,Clarksville,Tennessee,37040-4267,http://www.saaleworks.com,9319194777,34:17.1,17:59.3,United States,-87.36026635,36.5280248,
blackhorse-pub-and-brewery,Blackhorse Pub and Brewery,brewpub,132 Franklin St,Clarksville,Tennessee,37040-3438,http://www.blackhorsebrews.com,9315523726,34:15.8,16:19.1,United States,-87.3588994,36.52735085,
off-square-brewing,Off Square Brewing,brewpub,11000 Delaware Pkwy,Crown Point,Indiana,46307-7895,http://www.offsquarebrewing.com,2193108898,33:22.6,33:12.2,United States,-87.329728,41.417636,
twisted-barley-brewing-company,Twisted Barley Brewing Company,micro,520 19th St W,Jasper,Alabama,35501-5351,,2052653253,32:47.8,20:32.3,United States,-87.28338,33.832359,
tallulah-brewing-company,Tallulah Brewing Company,micro,1804 4th Ave S,Jasper,Alabama,35501-5330,,2055308555,32:47.8,20:29.6,United States,-87.278675,33.830796,
18th-street-brewery,18th Street Brewery,micro,5725 Miller Ave,Gary,Indiana,46403-2871,http://www.18thstreetbrewery.com,,33:21.2,32:25.5,United States,-87.26887786,41.59928343,
spahr-brewing-company,Spahr Brewing Company,micro,3541 W Fairfield Dr,Pensacola,Florida,32505-4862,http://www.spahrbrewingcompany.com,8504395362,33:14.7,28:31.3,United States,-87.25663063,30.44184376,
perfect-plain-brewing-co,Perfect Plain Brewing Co.,micro,50 E Garden St,Pensacola,Florida,32502-5604,http://www.perfectplain.com,,33:14.1,28:09.6,United States,-87.214831,30.4132165,
gulf-coast-brewery-llc,Gulf Coast Brewery LLC,micro,500 E Heinberg St,Pensacola,Florida,32502-4145,http://www.gulfcoastbrewery.net,8506962335,33:13.1,27:25.6,United States,-87.20552274,30.41799103,
mcguires-irish-pub-and-brewery-pensacola,McGuire's Irish Pub and Brewery - Pensacola,brewpub,600 E Gregory St,Pensacola,Florida,32502-4153,http://www.mcguiresirishpub.com,8504336789,33:13.7,27:51.6,United States,-87.2024655,30.4180618,
upper-hand-brewery,Upper Hand Brewery,micro,3525 Airport Rd,Escanaba,Michigan,49829-1096,http://www.upperhandbrewery.com,2693822338,33:37.4,44:35.5,United States,-87.097528,45.7164279,
four-fathers-brewing,Four Fathers Brewing,micro,1555 W Lincolnway Ste 105,Valparaiso,Indiana,46385-3801,http://www.fourfathersbrewing.com,2194649712,33:22.0,32:52.7,United States,-87.07906572,41.47328343,
hereford-and-hops-steakhouse-and-brewpub,Hereford and Hops Steakhouse and Brewpub,brewpub,624 Ludington St,Escanaba,Michigan,49829-3844,http://www.herefordandhops.com,9067891945,33:34.8,43:12.1,United States,-87.0564571,45.7458964,
hunters-brewing,Hunter's Brewing,brewpub,1535 S Calumet Rd,Chesterton,Indiana,46304-3301,,2197286729,33:22.3,33:00.0,United States,-87.0475184,41.5971593,
ironwood-brewing-co-llc,Ironwood Brewing Co LLC,micro,6 Roosevelt Rd,Valparaiso,Indiana,46383-5136,http://www.ironwoodbrewing.beer,2194054644,33:22.3,33:02.0,United States,-87.046457,41.46840633,
brew-angels-llc,Brew Angels LLC,brewpub,6821 Caroline St,Milton,Florida,32570-2206,,8505640034,33:11.7,26:42.2,United States,-87.038565,30.621944,
asgard-brewing-company,Asgard Brewing Company,micro,104 E 5th St,Columbia,Tennessee,38401-3351,http://www.asgardbrewery.com,6158282218,34:15.6,16:10.0,United States,-87.03329688,35.6174542,
cross-eyed-owl-brewing-co,Cross-Eyed Owl Brewing Co.,micro,105 1st Ave NE,Decatur,Alabama,35601-2301,http://www.xeobrewing.com,2564310931,32:47.5,20:10.7,United States,-86.98663302,34.60412065,
schnitz-brewery,Schnitz Brewery,brewpub,2031 Newton St,Jasper,Indiana,47546-1600,http://www.schnitzbrewery.com,8128482739,33:22.8,33:20.9,United States,-86.937703,38.405985,
basket-case-brewing-co,Basket Case Brewing Co,brewpub,1340 Mill St,Jasper,Indiana,47546-2310,http://www.basketcasebeer.com,8124824345,33:21.3,32:30.7,United States,-86.92850063,38.39736355,
tailgate-brewery,Tailgate Brewery,brewpub,7300 Charlotte Pike,Nashville,Tennessee,37209-5012,http://www.tailgatebeer.com,6154571424,34:17.1,18:00.9,United States,-86.918654,36.119936,
brokerage-brewing-company,Brokerage Brewing Company,micro,2516 Covington St,West Lafayette,Indiana,47906-1404,http://www.brokeragebrewing.com,7652332767,33:21.6,32:38.8,United States,-86.91414689,40.45361124,
shoreline-brewery,Shoreline Brewery,brewpub,208 Wabash St,Michigan City,Indiana,46360-3244,http://www.shorelinebrewery.com,2198794677,33:22.8,33:21.4,United States,-86.90621968,41.71931311,
backstep-brewing-company,Backstep Brewing Company,micro,125 N Green St,Crawfordsville,Indiana,47933-1708,http://www.backstepbrewingcompany.com,7652302337,33:21.3,32:28.5,United States,-86.89998607,40.04207712,
zorn-brew-works,Zorn Brew Works,micro,605 E 9th St,Michigan City,Indiana,46360-3651,http://www.zornbrewworks.com,2193316322,33:23.3,33:41.8,United States,-86.89216786,41.714577,
lafayette-brewing-co,Lafayette Brewing Co,brewpub,622 Main St,Lafayette,Indiana,47901-1451,http://www.lafayettebrewingco.com,7657422591,33:22.3,33:03.3,United States,-86.88994924,40.41921732,
peoples-brewing-co,Peoples Brewing Co,micro,2006 N 9th Street Rd,Lafayette,Indiana,47904-1036,http://www.peoplesbrew.com,7657924677,33:22.6,33:13.3,United States,-86.885995,40.43700688,
mantra-artisan-ales,Mantra Artisan Ales,micro,216 Noah Dr Ste 140,Franklin,Tennessee,37064-4024,http://www.mantrabrewing.com,6156288776,34:16.7,17:25.8,United States,-86.866949,35.893554,
wasser-brewing-company,Wasser Brewing Company,brewpub,102 E Franklin St,Greencastle,Indiana,46135-1220,http://www.wasserbrewing.com,7653019363,33:23.2,33:39.6,United States,-86.86331023,39.64467171,
turtle-anarchy-brewing-co,Turtle Anarchy Brewing Co,micro,5901 California Ave Ste 105,Nashville,Tennessee,37209-1370,http://www.turtleanarchy.com,,34:17.2,18:11.4,United States,-86.85861737,36.16458388,
st-benedicts-brew-works,St. Benedict's Brew Works,micro,860 E 10th St,Ferdinand,Indiana,47532-9240,http://www.saintbenedictsbrewworks.com,8129982337,33:22.8,33:23.2,United States,-86.85419491,38.2242289,
fat-bottom-brewing,Fat Bottom Brewing,micro,800 44th Ave N,Nashville,Tennessee,37209-2336,http://www.fatbottombrewing.com,6152935783,34:16.2,16:51.1,United States,-86.84031688,36.16044926,
burnem-brewing,Burn'Em Brewing,brewpub,718 Freyer Rd,Michigan City,Indiana,46360-1911,http://www.burnembrewing.com,2193938606,33:21.6,32:40.4,United States,-86.82979191,41.73849717,
granite-city-food-and-brewery,Granite City Food & Brewery,brewpub,1864 W McEwen Dr,Franklin,Tennessee,37067-1782,,,34:16.3,16:54.2,United States,-86.8271308,35.9361408,
jubilee-craft-beer-co,Jubilee Craft Beer Co,contract,3430 Hampton Ave,Nashville,Tennessee,37215-1408,http://www.jubileebeer.com,6156869397,34:16.6,17:14.3,United States,-86.82509853,36.11746395,
cool-springs-brewery,Cool Springs Brewery,brewpub,600A Frazier Dr Ste 135,Franklin,Tennessee,37067-4677,http://www.coolspringsbrewery.com,6155039626,34:16.0,16:35.2,United States,-86.820912,35.944623,
siluria-brewing-company,Siluria Brewing Company,planning,,Alabaster,Alabama,35007-8501,http://www.siluriabrewing.com,2054827661,32:47.7,20:27.0,United States,-86.8163773,33.2442813,
good-people-brewing-co,Good People Brewing Co,micro,114 14th St S,Birmingham,Alabama,35233-1415,http://www.goodpeoplebrewing.com,6154984165,32:47.6,20:16.5,United States,-86.81217995,33.50759461,
blackstone-brewing-co,Blackstone Brewing Co,micro,2312 Clifton Ave,Nashville,Tennessee,37209-4115,http://blackstonebrewery.com,6153209002,34:15.8,16:23.1,United States,-86.80974363,36.15796783,
birmingham-district-brewing,Birmingham District Brewing,planning,,Birmingham,Alabama,35242-5651,,6019380486,32:47.3,20:01.6,United States,-86.8024326,33.5206824,
brewpub-in-planning-birmingham,Brewpub In Planning - Birmingham,planning,,Birmingham,Alabama,35222,,2565854531,32:47.4,20:05.1,United States,-86.8024326,33.5206824,
corsair-artisan-llc,Corsair Artisan LLC,micro,1200 Clinton St Ste 110,Nashville,Tennessee,37203-2894,http://www.corsairartisan.com,6152000320,34:16.0,16:36.7,United States,-86.794546,36.165123,
ghost-train-brewing-co,Ghost Train Brewing Co,micro,2616 3rd Ave S,Birmingham,Alabama,35233-2619,http://www.ghosttrainbrewing.com,2053702487,32:47.5,20:14.7,United States,-86.79406151,33.51415935,
trim-tab-brewing,Trim Tab Brewing,micro,2721 5th Ave S,Birmingham,Alabama,35233-3401,http://www.trimtabbrewing.com,2057030536,32:47.8,20:31.4,United States,-86.79140006,33.51284923,
tailgate-brewery-music-row,TailGate Brewery Music Row,brewpub,1538 Demonbreun St,Nashville,Tennessee,37203-3112,http://www.tailgatebeer.com,,34:17.1,18:02.3,United States,-86.78963972,36.15310256,
bearded-iris-brewing,Bearded Iris Brewing,micro,101 Van Buren St,Nashville,Tennessee,37208-1719,http://www.beardedirisbrewing.com,6159287988,34:15.7,16:13.0,United States,-86.786174,36.181424,
yazoo-brewing-co,Yazoo Brewing Co,regional,910 Division St,Nashville,Tennessee,37203-4111,http://www.yazoobrew.com,6158914649,34:17.3,18:16.2,United States,-86.78355595,36.15090195,
jackalope-brewing-company-llc,"Jackalope Brewing Company, LLC",micro,701 8th Ave S,Nashville,Tennessee,37203-4104,http://www.jackalopebrew.com,6158870807,34:16.5,17:08.4,United States,-86.7794989,36.1503817,
